Gene	K562 CS	K562 adjusted p-value
CSRP2	-0.168	0.865455275
EGFL7	-0.168	0.855306995
UPK3A	-0.168	0.159210255
KLF8	-0.168	0.787931401
WDR53	-0.168	0.900085118
F2RL3	-0.168	0.939697367
MLF1IP	-0.168	0.936868513
SHISA6	-0.168	0.917314435
LRRC8A	-0.168	0.618700931
IMPG2	-0.168	0.715760172
PTRHD1	-0.168	0.743702936
GABRD	-0.168	0.737650784
GALR3	-0.168	0.966294502
SPECC1L	-0.168	0.572422916
ELK3	-0.167	0.628295753
TMEM178B	-0.167	0.910878577
SASS6	-0.167	0.781313594
CNIH3	-0.167	0.45946367
TRAF3IP2	-0.167	0.86074972
CD33	-0.167	0.931982075
KLHL40	-0.167	0.816935572
SLC17A5	-0.167	0.861390631
CCDC73	-0.167	0.606877858
CBLN2	-0.167	0.744884024
TTLL5	-0.167	0.663152652
ADNP2	-0.167	0.964544111
C9orf156	-0.167	0.865152579
RNF144A	-0.167	0.522166983
AVL9	-0.167	0.833695096
KRT26	-0.167	0.958214845
CCDC107	-0.166	0.816021122
APBB3	-0.166	0.439900512
CAMK1	-0.166	0.651951929
HIAT1	-0.166	0.806645812
RYR2	-0.166	0.984184903
CIDEB	-0.166	0.876752172
MKRN2	-0.166	0.582485359
CEACAM16	-0.166	0.724428214
WDR76	-0.166	0.664461835
CLIC5	-0.166	0.810274933
HIST1H2BI	-0.166	0.287849016
IBTK	-0.166	0.995728628
ZNF133	-0.166	0.994967661
DST	-0.166	0.912457614
KRT6C	-0.166	0.856679181
SLC2A13	-0.166	0.565304193
KDSR	-0.166	0.595196241
PPP1R16B	-0.165	0.933058024
VRK1	-0.165	0.799160033
ZNF579	-0.165	0.847846913
RIMS1	-0.165	0.984511327
PARD3B	-0.165	0.698818695
MYO3B	-0.165	0.993619481
TMEM233	-0.165	0.898683342
MRC2	-0.165	0.947317426
KCNK18	-0.165	0.835824568
C11orf73	-0.165	0.835824568
CELF2	-0.165	0.506906632
METTL12	-0.165	0.898720701
C16orf78	-0.164	0.710511635
MTERFD3	-0.164	0.993470723
ASAP2	-0.164	0.697626094
AMER2	-0.164	0.32699304
DSG4	-0.164	0.530150901
GBGT1	-0.164	0.926762361
RHBDF2	-0.164	0.756697383
ZNF100	-0.164	0.75693336
IKBKG	-0.164	0.748723883
ALDH16A1	-0.164	0.841538706
GSG1	-0.164	0.80986048
NOXO1	-0.164	0.945861212
SMARCA5	-0.164	0.918151052
STK39	-0.164	0.682660033
MYH10	-0.164	0.922666578
ACMSD	-0.164	0.980434869
HIST1H1C	-0.164	0.944824778
ADAD1	-0.164	0.480758169
PPP1R35	-0.164	0.839434984
PITX1	-0.163	0.921007449
GP5	-0.163	0.877906265
PYGO2	-0.163	0.882738456
CDX2	-0.163	0.664727213
NEDD4	-0.163	0.994967661
TM4SF19	-0.163	0.805230485
SULT1C3	-0.163	0.812634867
TRIM42	-0.163	0.465176266
GSN	-0.163	0.937597668
TRAPPC6A	-0.163	0.792916598
DVL1	-0.163	0.646883874
UBR7	-0.163	0.25082167
GABARAP	-0.163	0.601749039
KIAA1524	-0.163	0.254299072
CPA4	-0.163	0.747814705
SLCO4A1	-0.163	0.599298431
IQSEC2	-0.163	0.906190808
AGAP3	-0.163	0.582313459
TMEM202	-0.162	0.976554277
CHIC2	-0.162	0.64759
RAB8A	-0.162	0.920964116
SAP25	-0.162	0.85701931
ABCG2	-0.162	0.514706594
CARD9	-0.162	0.658991461
GAA	-0.162	0.860408826
MPEG1	-0.162	0.544361689
C1orf101	-0.162	0.892699728
CIB3	-0.162	0.865685106
IL19	-0.162	0.949484671
EHMT1	-0.162	0.762773489
PHPT1	-0.162	0.986267423
TTC28	-0.162	0.991595241
KRT9	-0.162	0.596907648
RFX2	-0.162	0.610580569
DOK7	-0.162	0.656799886
TMED1	-0.162	0.944824778
TRIB1	-0.162	0.852537317
LHFPL5	-0.161	0.751128352
ELF1	-0.161	0.638467249
NDUFB6	-0.161	0.991773367
ZNF566	-0.161	0.962270183
G6PC	-0.161	0.934705609
GIMAP7	-0.161	0.771874929
GREB1L	-0.161	0.828179669
PAX1	-0.161	0.812612074
TMEM97	-0.161	0.296696437
N4BP1	-0.161	0.871475752
RAB17	-0.161	0.941252357
STK16	-0.161	0.538846618
ANXA2	-0.161	0.986450467
CD5L	-0.161	0.851327175
USP43	-0.161	0.859494617
C2orf66	-0.160	0.297393865
GPD2	-0.160	0.984923606
NBN	-0.160	0.814372446
BCAS4	-0.160	0.653159593
PRAMEF21	-0.160	0.47326897
RNF123	-0.160	0.861024659
TTC9B	-0.160	0.977189051
ZNF732	-0.160	0.329079473
TGFB3	-0.160	0.316297682
TRIM64B	-0.160	0.618107213
FAM220A	-0.160	0.815004657
MAP2K7	-0.160	0.983636921
ITGA6	-0.160	0.657987267
QKI	-0.160	0.951823857
CCR3	-0.159	0.783558298
WDR13	-0.159	0.845705229
PPARG	-0.159	0.940189831
PGA5	-0.159	0.897469311
MLH3	-0.159	0.580967532
CGB1	-0.158	0.947317426
FN3K	-0.158	0.938192376
VIM	-0.158	0.876136793
HEG1	-0.158	0.876709219
RNF138	-0.158	0.919766426
DMRTA2	-0.158	0.923991691
UFM1	-0.158	0.807666819
ZFYVE1	-0.158	0.082519905
TUBA3D	-0.158	0.574040045
CYTH4	-0.158	0.67303036
PROK1	-0.158	0.725014424
ZSCAN20	-0.158	0.732840365
DEFB103A	-0.157	0.826787623
DEFB103B	-0.157	0.826787623
BRAP	-0.157	0.256558251
CRABP2	-0.157	0.797754093
ARTN	-0.157	0.918151052
KRT81	-0.157	0.299942987
SLC30A9	-0.157	0.763668533
FN3KRP	-0.157	0.853340027
UCKL1	-0.157	0.985670471
TOMM6	-0.157	0.689458317
GPAA1	-0.156	0.835824568
MTTP	-0.156	0.697376479
DGAT2L6	-0.156	0.568323213
CEMP1	-0.156	0.938077718
PARP12	-0.156	0.66083148
GALNT13	-0.156	0.749800404
SHISA4	-0.156	0.945042709
IGFL4	-0.156	0.907709031
ATP2B4	-0.156	0.964544111
NDC1	-0.156	0.646841975
TMEM55A	-0.156	0.861024659
UGGT1	-0.156	0.950092079
ZNF730	-0.156	0.789436832
ZNF397	-0.156	0.677308062
RAB37	-0.156	0.912318852
WSCD2	-0.156	0.847665178
RAD54L2	-0.155	0.769198752
PDIA3	-0.155	0.683411574
C6orf165	-0.155	0.497585306
DBP	-0.155	0.973040892
EFCAB6	-0.155	0.566743316
SLC16A4	-0.155	0.711064539
ZNF382	-0.155	0.998023005
KRT85	-0.154	0.726789981
MXD3	-0.154	0.759812187
MLNR	-0.154	0.871216156
BCL10	-0.154	0.961422123
LAMB4	-0.154	0.789436832
TGFB1I1	-0.154	0.88668012
TMEFF1	-0.154	0.157596811
C2CD4C	-0.154	0.597570477
C9orf173	-0.154	0.579033512
ZNF567	-0.154	0.506906632
OTUD7A	-0.154	0.621144185
TRPV1	-0.154	0.948506959
KRTAP12-4	-0.154	0.747974521
TBC1D23	-0.154	0.934738248
FAM205A	-0.154	0.336458028
SLC6A6	-0.154	0.961580247
MCM9	-0.154	0.747262524
PEX12	-0.154	0.493465899
STAT5A	-0.154	0.95995536
AVPI1	-0.153	0.930239981
DTNA	-0.153	0.950933397
ALDH1A3	-0.153	0.821784684
C18orf32	-0.153	0.986924977
PALM3	-0.153	0.47326897
ARAP3	-0.153	0.866962017
TMEM8C	-0.153	0.932161217
ZNF532	-0.153	0.392209644
PLA2G2D	-0.153	0.755013676
MRGPRX2	-0.153	0.650878021
U2AF1L4	-0.153	0.781313594
CHL1	-0.153	0.798569211
IL18R1	-0.153	0.835824568
BATF2	-0.153	0.941038668
CCDC121	-0.153	0.882474334
LCN6	-0.153	0.839489367
MDGA2	-0.153	0.851459347
ARF1	-0.153	0.906603171
MCPH1	-0.153	0.929250172
VAMP5	-0.153	0.566621252
AK8	-0.152	0.551347908
TYMP	-0.152	0.905443792
ADAMTS10	-0.152	0.698818695
PRAF2	-0.152	0.86398044
PLEKHG6	-0.152	0.606528809
SIGIRR	-0.152	0.551552693
ZNF239	-0.152	0.906145328
AACS	-0.152	0.792657526
COX7A2L	-0.152	0.83752458
FILIP1	-0.152	0.868756095
REPIN1	-0.152	0.143117324
MAGEA11	-0.152	0.626888199
TPO	-0.152	0.377679273
C21orf2	-0.152	0.924508392
CNTD1	-0.151	0.972767911
CARF	-0.151	0.855306995
MTFR2	-0.151	0.853340027
IFNL3	-0.151	0.855306995
IRX2	-0.151	0.781313594
BBS1	-0.151	0.602503481
HBQ1	-0.151	0.724428214
MYO5C	-0.151	0.823841972
CADM1	-0.151	0.651951929
DCD	-0.151	0.816598124
TCERG1L	-0.151	0.487241042
SLC2A6	-0.151	0.902602695
MYO1E	-0.151	0.835116047
CCDC103	-0.151	0.919430921
DOK2	-0.151	0.687061546
EPB41L4B	-0.151	0.807644195
SULT2A1	-0.151	0.910391956
FANCC	-0.150	0.474776111
DHRS7	-0.150	0.724366041
ERMN	-0.150	0.406399423
B9D2	-0.150	0.806057517
ZPBP	-0.150	0.795237557
SPTSSA	-0.150	0.778438294
TAGAP	-0.150	0.966872868
MXRA8	-0.150	0.976616324
SPACA1	-0.150	0.601309115
HPX	-0.150	0.590331537
PAPOLG	-0.150	0.92126999
AP1G1	-0.150	0.205954164
TMEM248	-0.150	0.723672905
MYO7B	-0.150	0.967908401
TAT	-0.150	0.97194422
PCDHA4	-0.149	0.749491776
SBNO2	-0.149	0.600730024
CAMKK1	-0.149	0.943763837
SYNE4	-0.149	0.900141782
ENO3	-0.149	0.783784987
CHGB	-0.149	0.967693004
TMEM41B	-0.149	0.992255541
HDAC1	-0.149	0.577689954
FAM120A	-0.149	0.840415631
LRRC2	-0.149	0.848656177
TSSC1	-0.149	0.91192576
SLC30A10	-0.149	0.744127746
WFDC2	-0.149	0.961580247
MFHAS1	-0.149	0.934705609
ANKRD42	-0.149	0.764816506
PER1	-0.149	0.737001641
NLRC4	-0.149	0.878239092
SPAG11B	-0.149	0.414612547
FBXO27	-0.148	0.595127396
MKS1	-0.148	0.38080866
SPATA32	-0.148	0.792992712
ERO1LB	-0.148	0.938180251
PATZ1	-0.148	0.989781143
TM9SF2	-0.148	0.739465799
ZNF425	-0.148	0.492291933
NUDT5	-0.148	0.966319153
CALN1	-0.148	0.54828064
GNG10	-0.148	0.894192287
CXCL17	-0.148	0.906558832
USP17L19	-0.148	0.765906307
ZNF500	-0.147	0.599298431
FAM9B	-0.147	0.475232703
SUFU	-0.147	0.68478212
LTBR	-0.147	0.948607502
ARF5	-0.147	0.627163497
TXNDC17	-0.147	0.835824568
C4orf46	-0.147	0.372574071
ZSCAN18	-0.147	0.711028353
TNKS2	-0.147	0.688064169
C1orf111	-0.147	0.797754093
EDNRB	-0.147	0.008617913
RNF126	-0.147	0.641243735
GALNT4	-0.147	0.878239092
BAG3	-0.147	0.986576948
MLPH	-0.147	0.431502869
BCO2	-0.146	0.745190334
SOWAHA	-0.146	0.751288983
TWIST2	-0.146	0.427990006
C19orf67	-0.146	0.56954507
KIF5B	-0.146	0.464165936
HIGD1C	-0.146	0.958344681
PLEKHA7	-0.146	0.966892935
BTG1	-0.146	0.966340556
GLYAT	-0.146	0.864153513
LONRF3	-0.146	0.685676403
TP53I11	-0.146	0.917141469
ADA	-0.146	0.755013676
CCL3	-0.146	0.700999866
ZIC4	-0.146	0.208437667
NTNG2	-0.146	0.779351729
COMMD5	-0.146	0.831912334
FAM69B	-0.146	0.907923941
PPFIBP2	-0.146	0.817319521
PFKFB4	-0.145	0.615911558
TIMD4	-0.145	0.933348737
ATP2B3	-0.145	0.841056828
ANKMY1	-0.145	0.634284902
CEP63	-0.145	0.307664553
BET1	-0.145	0.951784094
RAB42	-0.145	0.559076874
SLAIN2	-0.145	0.79278423
DPPA3	-0.145	0.932161217
EPS8L1	-0.145	0.97558918
IPP	-0.145	0.981765541
LPAR2	-0.145	0.596087225
SPIC	-0.145	0.898683342
SASH3	-0.144	0.857104887
LIN7B	-0.144	0.550657367
MEGF10	-0.144	0.936452347
HAL	-0.144	0.270828988
OCA2	-0.144	0.950092079
PIGR	-0.144	0.925125998
ATP2B1	-0.144	0.540171096
TRIM68	-0.144	0.858411033
TCTN2	-0.144	0.84487209
HEBP2	-0.144	0.384941736
IGIP	-0.143	0.928646487
CERS6	-0.143	0.695468549
STH	-0.143	0.869123013
ARID2	-0.143	0.691814082
EPS15	-0.143	0.78789231
PTN	-0.143	0.363024219
ITIH1	-0.143	0.530550362
IL4R	-0.143	0.878239092
NANOG	-0.143	0.69843764
EXT2	-0.143	0.934705609
CNEP1R1	-0.143	0.851327175
HDLBP	-0.143	0.99126681
CRY1	-0.143	0.911973473
LEPROTL1	-0.143	0.842084181
ZSCAN25	-0.143	0.963491659
C15orf59	-0.142	0.611139439
C14orf119	-0.142	0.474856574
CD244	-0.142	0.922245026
ST3GAL3	-0.142	0.754106514
ITFG3	-0.142	0.960643044
ARHGAP19	-0.142	0.980340111
PSME1	-0.142	0.977845229
MZT2B	-0.142	0.886694631
NUDT19	-0.142	0.691272708
FAM169A	-0.142	0.573231971
KRTAP4-7	-0.142	0.625669198
RAMP3	-0.142	0.413991791
CCDC38	-0.142	0.938192376
GPR162	-0.142	0.926263089
RNF34	-0.142	0.920666052
LGALS1	-0.142	0.842140397
PPP1R14A	-0.142	0.665761818
GPR6	-0.142	0.856679181
IQCC	-0.141	0.99622685
KLHL29	-0.141	0.970588117
ANKRD9	-0.141	0.469923208
JUNB	-0.141	0.901726612
CLTA	-0.141	0.787897422
GLB1L	-0.141	0.713180219
GNA12	-0.141	0.953058399
IL23A	-0.141	0.658149186
ARHGEF17	-0.141	0.873696066
TRAF2	-0.141	0.807999302
EMP3	-0.141	0.513999123
HOXD8	-0.141	0.930554621
MRPS17	-0.140	0.824057784
FAM71A	-0.140	0.806057517
RNASE9	-0.140	0.744884024
ABCA6	-0.140	0.763847481
PHOX2A	-0.140	0.917861409
UCHL1	-0.140	0.235195804
CHRNG	-0.140	0.494022053
SLC22A18AS	-0.140	0.453442492
TRIO	-0.140	0.577151961
POMT1	-0.140	0.922494657
SLC8A2	-0.140	0.73974606
CCDC51	-0.140	0.698818695
MS4A2	-0.140	0.88525979
GNAO1	-0.140	0.465176266
SSR2	-0.140	0.902602695
TMEM100	-0.140	0.986450467
PHYHIP	-0.139	0.623907987
UNG	-0.139	0.815912717
ANKRD39	-0.139	0.812330923
TMEM37	-0.139	0.689240004
FBXL8	-0.139	0.959586885
ANXA13	-0.139	0.56841574
CHADL	-0.139	0.922494657
PPP1R21	-0.139	0.872755753
PTAR1	-0.139	0.125665342
KRTAP19-8	-0.139	0.618107213
ALKBH4	-0.139	0.682918606
ST6GALNAC6	-0.139	0.24838291
MTMR11	-0.139	0.666345174
TNFSF9	-0.139	0.981217753
ALDH3A1	-0.139	0.926762361
SPRR1B	-0.139	0.938184618
ADRA1B	-0.138	0.811167901
PSG8	-0.138	0.847817194
CRBN	-0.138	0.798478088
SELL	-0.138	0.991595241
LILRB5	-0.138	0.833695096
CYP27C1	-0.138	0.523055653
SLC35E2	-0.138	0.874587906
LARP4B	-0.138	0.825857149
LYPD6B	-0.138	0.634284902
LMBRD2	-0.138	0.457895342
DENND3	-0.138	0.664798895
HOOK1	-0.138	0.880739389
FAM211B	-0.138	0.948286824
NCF1	-0.138	0.999690568
GRIN2A	-0.137	0.989379317
LPIN2	-0.137	0.846878109
LY9	-0.137	0.307664553
INSIG2	-0.137	0.974043879
PSMB8	-0.137	0.815769896
IGDCC3	-0.137	0.731552321
PRR5L	-0.137	0.864106997
POMC	-0.137	0.984184903
ATP6V1C2	-0.137	0.805205112
ISL1	-0.137	0.663152652
PCDHGC5	-0.137	0.835824568
SNAP47	-0.137	0.991595241
NKX2-2	-0.137	0.894192287
TNFAIP8L1	-0.137	0.868589802
NSUN3	-0.137	0.770480995
TNRC6B	-0.136	0.986924977
GBP2	-0.136	0.47326897
CD58	-0.136	0.87145966
ENG	-0.136	0.883825834
POU5F2	-0.136	0.789436832
NEBL	-0.136	0.201835761
RNF151	-0.136	0.777017513
SRPK2	-0.136	0.494906298
TPD52L2	-0.136	0.770719054
AADACL3	-0.136	0.932520839
FBXW12	-0.136	0.858182488
HBEGF	-0.136	0.973478122
IST1	-0.136	0.877190772
SYNPO2	-0.136	0.768453117
SIAH1	-0.136	0.939170495
TNS1	-0.136	0.96604596
LZTS1	-0.135	0.970560801
ASIC2	-0.135	0.938771433
CNPPD1	-0.135	0.958214845
PPP1R13B	-0.135	0.797754093
BBS12	-0.135	0.801759336
NPFFR1	-0.135	0.934705609
VAC14	-0.135	0.989987592
SLC9A3R2	-0.135	0.807666819
AHSA1	-0.135	0.841232208
ACBD5	-0.135	0.568323213
IFRD1	-0.135	0.864021186
SCD5	-0.135	0.446283503
C8orf76	-0.135	0.97194422
CLIP2	-0.135	0.937888325
BABAM1	-0.134	0.565247942
ZDHHC15	-0.134	0.844007348
HTR3E	-0.134	0.903755607
ZBTB1	-0.134	0.662134557
IGF2	-0.134	0.448866532
VIPR2	-0.134	0.929300883
WDYHV1	-0.134	0.785578767
GNA13	-0.134	0.924508392
PARPBP	-0.134	0.331683269
GPR83	-0.134	0.549251299
RBL1	-0.134	0.74694282
SNCAIP	-0.134	0.98617569
PCDHB7	-0.134	0.260882715
TDRD9	-0.134	0.904392989
HSPA12B	-0.134	0.855342855
THBD	-0.134	0.91471355
DSG1	-0.134	0.703555369
MGST1	-0.133	0.457273203
THBS4	-0.133	0.938077718
NDRG1	-0.133	0.601309115
TXNDC11	-0.133	0.765706575
CLSTN3	-0.133	0.803482193
VRK3	-0.133	0.798511057
PHF19	-0.133	0.927873223
ZNF20	-0.133	0.918297435
GABRB2	-0.133	0.51277583
METTL23	-0.133	0.87145966
GYPC	-0.133	0.668566448
TSGA10	-0.133	0.345789247
PNLDC1	-0.133	0.585400052
ATP7A	-0.133	0.847516574
WBSCR17	-0.132	0.653264231
BBS5	-0.132	0.962548386
CACNB1	-0.132	0.997580561
GRK5	-0.132	0.848656177
CLDN9	-0.132	0.837711758
DECR1	-0.132	0.736836233
PRND	-0.132	0.938077718
POGK	-0.132	0.94363417
NXN	-0.131	0.871216156
GLT8D1	-0.131	0.88628074
SNX22	-0.131	0.767793338
LRTM2	-0.131	0.438996828
RUNDC1	-0.131	0.797754093
MAPK8	-0.131	0.860213353
AMY2A	-0.131	0.939283562
GLRX2	-0.131	0.942610091
TREM1	-0.131	0.905534554
UGT1A1	-0.131	0.931549979
PGBD4	-0.131	0.882738456
C2orf15	-0.131	0.732896711
FLOT2	-0.131	0.454002862
ZFP57	-0.131	0.964512378
RNF114	-0.131	0.806057517
BPIFB4	-0.131	0.671779467
ZNF287	-0.131	0.847279644
AJAP1	-0.131	0.781313594
TMTC1	-0.130	0.82725168
AFTPH	-0.130	0.920644472
PAG1	-0.130	0.787116605
SESN1	-0.130	0.631072274
ARHGAP21	-0.130	0.837711758
HSF5	-0.130	0.855855379
PTGES3L	-0.130	0.797754093
ACADM	-0.130	0.48756066
HSPB9	-0.130	0.762675059
DOCK3	-0.130	0.710776227
OSBPL3	-0.130	0.677308062
SUB1	-0.130	0.875359829
CSNK1A1L	-0.130	0.882731085
ESYT2	-0.130	0.601309115
HNRNPF	-0.129	0.695468549
HES3	-0.129	0.735947361
CNKSR3	-0.129	0.913790696
FOXN2	-0.129	0.971399736
SULF1	-0.129	0.752163683
SNX5	-0.129	0.721189036
CHKB	-0.129	0.907923941
VSIG8	-0.129	0.63400833
NT5C	-0.129	0.985122274
NGFR	-0.129	0.838624044
CRMP1	-0.129	0.268009543
KRTAP10-5	-0.129	0.53049366
CLDN19	-0.129	0.781176889
ZNF584	-0.129	0.697757811
SPATA31A2	-0.129	0.530641143
JAG1	-0.129	0.515795959
RNF224	-0.128	0.839482207
MAEL	-0.128	0.488669556
AQP12B	-0.128	0.494469489
CHRNB2	-0.128	0.762675059
CCNE1	-0.128	0.998119372
FAM167A	-0.128	0.213096089
MAGEB4	-0.128	0.295020967
HAPLN2	-0.128	0.722240039
DCXR	-0.128	0.547103327
NKX6-3	-0.128	0.744884024
ARNT	-0.128	0.813993737
CRIP2	-0.127	0.801344961
LMAN2L	-0.127	0.979231132
MINPP1	-0.127	0.843148982
PRSS35	-0.127	0.692587721
CCL24	-0.127	0.813404938
P2RY6	-0.127	0.914270984
LRIG3	-0.127	0.596809791
PGBD2	-0.127	0.938077718
TOPAZ1	-0.127	0.967813743
CAPN5	-0.127	0.864708834
GAS6	-0.127	0.765483136
C9orf89	-0.127	0.840484977
GPR137B	-0.126	0.66477568
TCF7L2	-0.126	0.698818695
NDUFA7	-0.126	0.999690568
TEX261	-0.126	0.722965275
HSBP1	-0.126	0.91308514
EYA2	-0.126	0.490793861
ZNF283	-0.126	0.9674334
FXYD5	-0.126	0.914209395
VWA5B2	-0.126	0.959379541
CRHR1	-0.126	0.465176266
EID2	-0.126	0.664804454
SIRT5	-0.126	0.724366041
GBA2	-0.126	0.939508409
NME6	-0.126	0.556650112
GUSB	-0.126	0.365068143
PPIG	-0.125	0.881344799
SMARCAL1	-0.125	0.517308211
TCF7L1	-0.125	0.579740424
CCL18	-0.125	0.777478893
NECAB1	-0.125	0.775890511
C1orf226	-0.125	0.86074972
ARL3	-0.125	0.987297624
ZNF232	-0.125	0.931482808
OSBPL6	-0.125	0.905522135
PRDM14	-0.125	0.653958009
SECTM1	-0.125	0.962539138
RAB24	-0.125	0.845652338
SLC38A11	-0.125	0.907923941
CNTN6	-0.124	0.977472458
RER1	-0.124	0.999449777
TTC16	-0.124	0.929755399
ANGPTL6	-0.124	0.511945973
C3orf22	-0.124	0.905534554
MTMR14	-0.124	0.871216156
ADHFE1	-0.124	0.310355597
TUBA4A	-0.124	0.675246307
YAF2	-0.124	0.765103248
BCAR1	-0.124	0.668168763
RHOG	-0.124	0.658480091
FXYD4	-0.124	0.789436832
CRYGN	-0.124	0.72893271
NKAIN3	-0.124	0.870477714
OAS2	-0.124	0.819945834
KIAA1257	-0.124	0.662134557
CCKBR	-0.124	0.574194318
VKORC1L1	-0.124	0.767793338
ENDOU	-0.124	0.470231705
STEAP2	-0.124	0.328204205
ATP13A5	-0.124	0.901591387
TRPV6	-0.124	0.880333474
ST7L	-0.123	0.949753349
USP30	-0.123	0.833695096
ZNF410	-0.123	0.902602695
RGS3	-0.123	0.759812187
TESC	-0.123	0.931215411
C16orf3	-0.123	0.355841611
DES	-0.123	0.797754093
RGS9BP	-0.123	0.952386732
SEC62	-0.123	0.791368
REST	-0.123	0.857104887
CCDC134	-0.123	0.911973473
SFTPA2	-0.123	0.794844562
MPZL2	-0.123	0.883954648
GALNT10	-0.123	0.726798557
GPX1	-0.123	0.921256943
CHRNA9	-0.123	0.492291933
GTDC1	-0.123	0.993387297
SEC31B	-0.123	0.920666052
ACTL7A	-0.123	0.842676939
LY6H	-0.123	0.675246307
ZNF485	-0.123	0.610599034
C1QL3	-0.122	0.812612074
GABRP	-0.122	0.881047135
REV1	-0.122	0.554813992
PLXDC1	-0.122	0.921248752
ZNF404	-0.122	0.520465929
NPNT	-0.122	0.534268363
EVI5L	-0.122	0.792657526
PRR23A	-0.121	0.453346992
HTR1E	-0.121	0.977483092
PRPH2	-0.121	0.756103715
BFSP1	-0.121	0.806645812
KIAA1147	-0.121	0.989987592
TSPAN8	-0.121	0.774410612
METTL21D	-0.121	0.974647163
XAGE3	-0.121	0.905245563
ZBTB21	-0.121	0.931549979
NEO1	-0.121	0.275609082
TTLL9	-0.121	0.830564415
DYDC1	-0.121	0.563351497
ZNF470	-0.121	0.590117685
SCN2A	-0.120	0.828981329
HSF2	-0.120	0.613773731
GNMT	-0.120	0.627739226
MLF2	-0.120	0.713180219
KIAA1549	-0.120	0.833967171
CTSK	-0.120	0.835824568
HCRT	-0.120	0.928003158
IGF2BP3	-0.120	0.919441273
ATP6V0A4	-0.120	0.606329269
HERC1	-0.120	0.611385914
SPATC1L	-0.120	0.924508392
TMEM59	-0.120	0.913790038
PAGE2	-0.119	0.591597141
CDK2AP1	-0.119	0.909379283
KL	-0.119	0.629171471
KRTAP5-1	-0.119	0.804228737
TMEM240	-0.119	0.756850955
ACTL10	-0.119	0.932161217
ECE1	-0.119	0.986576948
SERF2	-0.119	0.934705609
TCF4	-0.119	0.682648457
POGLUT1	-0.119	0.501659004
ULK3	-0.119	0.586520956
ATP5I	-0.119	0.367591975
KRT25	-0.119	0.846803181
LILRA6	-0.119	0.444652938
TAGLN2	-0.119	0.931549979
DEPTOR	-0.119	0.929221615
LY6G5C	-0.119	0.888914115
MSMP	-0.118	0.786781701
KCTD12	-0.118	0.71614641
PRKCA	-0.118	0.741594432
SLC20A2	-0.118	0.634786683
GZMA	-0.118	0.536463051
ENOSF1	-0.118	0.685017244
TEKT1	-0.118	0.879779361
ONECUT3	-0.118	0.966340556
ZYG11A	-0.118	0.913723334
PARM1	-0.118	0.315877132
TRPC3	-0.118	0.877906265
SLC35B4	-0.118	0.809481068
SYT5	-0.118	0.867499071
GPRC5C	-0.117	0.946672936
TCEA2	-0.117	0.513526635
HIGD1B	-0.117	0.82434415
MTHFD1L	-0.117	0.759767773
OLIG2	-0.117	0.872975273
UPF3B	-0.117	0.645862067
C7orf65	-0.117	0.992898523
DIRAS1	-0.117	0.829690199
ANO5	-0.117	0.295924634
WDR38	-0.117	0.971585187
SRGAP3	-0.117	0.754106514
CACNG5	-0.117	0.099485819
PLCB4	-0.117	0.470461281
MAP2K1	-0.117	0.77101667
ANP32B	-0.116	0.034967444
PGC	-0.116	0.931215411
PRPSAP1	-0.116	0.657987267
NECAP2	-0.116	0.349373066
PDE1C	-0.116	0.982555315
SHC4	-0.116	0.948327007
SFTA3	-0.116	0.856465172
COL9A1	-0.116	0.621144185
HEPN1	-0.116	0.753497609
ZIC5	-0.116	0.461068974
SLC9C2	-0.116	0.98183141
NOX3	-0.116	0.560254696
BMPR2	-0.116	0.789436832
G3BP1	-0.116	0.834112032
CCND1	-0.116	0.860150792
EGR4	-0.116	0.855866172
PPM1H	-0.116	0.73978285
LAMP3	-0.116	0.764666384
ZBTB43	-0.115	0.895459103
MREG	-0.115	0.826174994
TRIM71	-0.115	0.732896711
LAMTOR3	-0.115	0.85791944
DYNLT1	-0.115	0.842140397
PRDM12	-0.115	0.874587906
PRICKLE2	-0.115	0.748723883
PGP	-0.115	0.826174994
PREX1	-0.114	0.958344681
TFAP2B	-0.114	0.836518019
VN1R2	-0.114	0.871216156
ZNF879	-0.114	0.896578619
SMIM1	-0.114	0.787897422
KIAA0141	-0.114	0.761766794
SORBS1	-0.114	0.826174994
C20orf196	-0.114	0.797622678
PIPOX	-0.114	0.964524065
HINT1	-0.114	0.971399736
PAK7	-0.114	0.984511327
TSHZ3	-0.114	0.935737373
ZBTB8B	-0.114	0.647907644
C11orf49	-0.114	0.984511327
FKBP4	-0.114	0.639386279
ZNF571	-0.114	0.124239202
PXT1	-0.114	0.747171558
PTPRE	-0.114	0.924576416
ZNF33B	-0.114	0.892075852
PDE6C	-0.114	0.671001366
TMBIM6	-0.114	0.979231132
AKAP9	-0.114	0.795374167
HHIPL1	-0.114	0.538846618
SRSF9	-0.114	0.922375759
TRAPPC10	-0.114	0.737650784
KLHL41	-0.113	0.804844813
KRTAP1-4	-0.113	0.62509084
BPIFA2	-0.113	0.976950571
POMT2	-0.113	0.874234802
SYCE2	-0.113	0.615654823
ZNF197	-0.113	0.662446453
FAM117B	-0.113	0.693391833
FBXL4	-0.113	0.633249488
MEF2D	-0.113	0.967570535
GPR18	-0.113	0.919441273
ZBTB41	-0.113	0.856679181
IRF8	-0.113	0.64637344
SMCO4	-0.113	0.961422123
CCDC8	-0.112	0.927873223
KCNF1	-0.112	0.673997584
