site	c	s	e	str	Ess	round
	chr2	196050000	196055000	chr2-196050000	untested	untested
	chr2	193705000	193710000	chr2-193705000	untested	untested
	chr2	194075000	194080000	chr2-194075000	untested	untested
	chr2	194680000	194685000	chr2-194680000	untested	untested
	chr2	195445000	195450000	chr2-195445000	untested	untested
	chr2	193815000	193820000	chr2-193815000	untested	untested
	chr2	194190000	194195000	chr2-194190000	untested	untested
	chr2	194240000	194245000	chr2-194240000	untested	untested
	chr2	194275000	194280000	chr2-194275000	untested	untested
	chr2	194505000	194510000	chr2-194505000	untested	untested
	chr2	195175000	195180000	chr2-195175000	untested	untested
	chr2	195720000	195725000	chr2-195720000	untested	untested
	chr2	195925000	195930000	chr2-195925000	untested	untested
	chr2	196065000	196070000	chr2-196065000	untested	untested
	chr2	193995000	194000000	chr2-193995000	untested	untested
	chr2	194470000	194475000	chr2-194470000	untested	untested
	chr2	194805000	194810000	chr2-194805000	untested	untested
	chr2	194105000	194110000	chr2-194105000	untested	untested
	chr2	194575000	194580000	chr2-194575000	untested	untested
	chr2	194645000	194650000	chr2-194645000	untested	untested
	chr2	194935000	194940000	chr2-194935000	untested	untested
	chr2	194940000	194945000	chr2-194940000	untested	untested
	chr2	195005000	195010000	chr2-195005000	untested	untested
	chr2	195085000	195090000	chr2-195085000	untested	untested
	chr2	195335000	195340000	chr2-195335000	untested	untested
	chr2	194955000	194960000	chr2-194955000	untested	untested
	chr2	195870000	195875000	chr2-195870000	untested	untested
	chr2	193970000	193975000	chr2-193970000	untested	untested
	chr2	193675000	193680000	chr2-193675000	untested	untested
	chr2	194640000	194645000	chr2-194640000	untested	untested
	chr2	194080000	194085000	chr2-194080000	untested	untested
	chr2	199325000	199330000	chr2-199325000	untested	untested
	chr2	199360000	199365000	chr2-199360000	untested	untested
	chr2	199370000	199375000	chr2-199370000	untested	untested
	chr2	199375000	199380000	chr2-199375000	untested	untested
	chr2	199380000	199385000	chr2-199380000	untested	untested
	chr2	199385000	199390000	chr2-199385000	untested	untested
	chr2	199390000	199395000	chr2-199390000	untested	untested
	chr2	199395000	199400000	chr2-199395000	untested	untested
	chr2	199410000	199415000	chr2-199410000	untested	untested
	chr2	199415000	199420000	chr2-199415000	untested	untested
	chr2	199435000	199440000	chr2-199435000	untested	untested
	chr2	199445000	199450000	chr2-199445000	untested	untested
	chr2	199455000	199460000	chr2-199455000	untested	untested
	chr2	199465000	199470000	chr2-199465000	untested	untested
	chr2	199480000	199485000	chr2-199480000	untested	untested
	chr2	199490000	199495000	chr2-199490000	untested	untested
	chr2	199510000	199515000	chr2-199510000	untested	untested
	chr2	199550000	199555000	chr2-199550000	untested	untested
	chr2	199555000	199560000	chr2-199555000	untested	untested
	chr2	199560000	199565000	chr2-199560000	untested	untested
	chr2	199580000	199585000	chr2-199580000	untested	untested
	chr2	199590000	199595000	chr2-199590000	untested	untested
	chr2	199600000	199605000	chr2-199600000	untested	untested
	chr2	199605000	199610000	chr2-199605000	untested	untested
	chr2	199610000	199615000	chr2-199610000	untested	untested
	chr2	199615000	199620000	chr2-199615000	untested	untested
	chr2	199625000	199630000	chr2-199625000	untested	untested
	chr2	199630000	199635000	chr2-199630000	untested	untested
	chr2	199655000	199660000	chr2-199655000	untested	untested
	chr2	199665000	199670000	chr2-199665000	untested	untested
	chr2	199675000	199680000	chr2-199675000	untested	untested
	chr2	199680000	199685000	chr2-199680000	untested	untested
	chr2	199685000	199690000	chr2-199685000	untested	untested
	chr2	199695000	199700000	chr2-199695000	untested	untested
	chr2	199700000	199705000	chr2-199700000	untested	untested
	chr2	199715000	199720000	chr2-199715000	untested	untested
	chr2	199725000	199730000	chr2-199725000	untested	untested
	chr2	199730000	199735000	chr2-199730000	untested	untested
	chr2	199745000	199750000	chr2-199745000	untested	untested
	chr2	199750000	199755000	chr2-199750000	untested	untested
	chr2	199765000	199770000	chr2-199765000	untested	untested
	chr2	199770000	199775000	chr2-199770000	untested	untested
	chr2	199785000	199790000	chr2-199785000	untested	untested
	chr2	199790000	199795000	chr2-199790000	untested	untested
	chr2	199820000	199825000	chr2-199820000	untested	untested
	chr2	199850000	199855000	chr2-199850000	untested	untested
	chr2	199855000	199860000	chr2-199855000	untested	untested
	chr2	199860000	199865000	chr2-199860000	untested	untested
	chr2	199865000	199870000	chr2-199865000	untested	untested
	chr2	199900000	199905000	chr2-199900000	untested	untested
	chr2	199905000	199910000	chr2-199905000	untested	untested
	chr2	199910000	199915000	chr2-199910000	untested	untested
	chr2	199915000	199920000	chr2-199915000	untested	untested
	chr2	199930000	199935000	chr2-199930000	untested	untested
	chr2	199935000	199940000	chr2-199935000	untested	untested
	chr2	199940000	199945000	chr2-199940000	untested	untested
	chr2	199945000	199950000	chr2-199945000	untested	untested
	chr2	199950000	199955000	chr2-199950000	untested	untested
	chr2	199955000	199960000	chr2-199955000	untested	untested
	chr2	200035000	200040000	chr2-200035000	untested	untested
	chr2	200040000	200045000	chr2-200040000	untested	untested
	chr2	200055000	200060000	chr2-200055000	untested	untested
	chr2	199290000	199295000	chr2-199290000	untested	untested
	chr2	199420000	199425000	chr2-199420000	untested	untested
	chr2	199660000	199665000	chr2-199660000	untested	untested
	chr2	199690000	199695000	chr2-199690000	untested	untested
	chr2	199740000	199745000	chr2-199740000	untested	untested
	chr2	199890000	199895000	chr2-199890000	untested	untested
	chr2	199275000	199280000	chr2-199275000	untested	untested
	chr2	199310000	199315000	chr2-199310000	untested	untested
	chr2	199335000	199340000	chr2-199335000	untested	untested
	chr2	199340000	199345000	chr2-199340000	untested	untested
	chr2	199430000	199435000	chr2-199430000	untested	untested
	chr2	199450000	199455000	chr2-199450000	untested	untested
	chr2	199485000	199490000	chr2-199485000	untested	untested
	chr2	199565000	199570000	chr2-199565000	untested	untested
	chr2	199640000	199645000	chr2-199640000	untested	untested
	chr2	199735000	199740000	chr2-199735000	untested	untested
	chr2	199760000	199765000	chr2-199760000	untested	untested
	chr2	199970000	199975000	chr2-199970000	untested	untested
	chr2	200105000	200110000	chr2-200105000	untested	untested
	chr2	201900000	201905000	chr2-201900000	untested	untested
	chr2	199460000	199465000	chr2-199460000	untested	untested
	chr2	199495000	199500000	chr2-199495000	untested	untested
	chr2	199505000	199510000	chr2-199505000	untested	untested
	chr2	199525000	199530000	chr2-199525000	untested	untested
	chr2	199535000	199540000	chr2-199535000	untested	untested
	chr2	199545000	199550000	chr2-199545000	untested	untested
	chr2	199710000	199715000	chr2-199710000	untested	untested
	chr2	199775000	199780000	chr2-199775000	untested	untested
	chr2	199805000	199810000	chr2-199805000	untested	untested
	chr2	199825000	199830000	chr2-199825000	untested	untested
	chr2	199875000	199880000	chr2-199875000	untested	untested
	chr2	199880000	199885000	chr2-199880000	untested	untested
	chr2	199895000	199900000	chr2-199895000	untested	untested
	chr2	199345000	199350000	chr2-199345000	untested	untested
	chr2	199575000	199580000	chr2-199575000	untested	untested
	chr2	199635000	199640000	chr2-199635000	untested	untested
	chr2	199530000	199535000	chr2-199530000	untested	untested
	chr2	199540000	199545000	chr2-199540000	untested	untested
	chr2	199885000	199890000	chr2-199885000	untested	untested
	chr2	205630000	205635000	chr2-205630000	untested	untested
	chr2	207145000	207150000	chr2-207145000	untested	untested
	chr2	207405000	207410000	chr2-207405000	untested	untested
	chr2	207670000	207675000	chr2-207670000	untested	untested
	chr2	207775000	207780000	chr2-207775000	untested	untested
	chr2	206030000	206035000	chr2-206030000	untested	untested
	chr2	207865000	207870000	chr2-207865000	untested	untested
	chr2	206070000	206075000	chr2-206070000	untested	untested
	chr2	205855000	205860000	chr2-205855000	untested	untested
	chr2	207360000	207365000	chr2-207360000	untested	untested
	chr2	209280000	209285000	chr2-209280000	untested	untested
	chr2	209545000	209550000	chr2-209545000	untested	untested
	chr2	209575000	209580000	chr2-209575000	untested	untested
	chr2	209610000	209615000	chr2-209610000	untested	untested
	chr2	209635000	209640000	chr2-209635000	untested	untested
	chr2	209665000	209670000	chr2-209665000	untested	untested
	chr2	209695000	209700000	chr2-209695000	untested	untested
	chr2	209755000	209760000	chr2-209755000	untested	untested
	chr2	209760000	209765000	chr2-209760000	untested	untested
	chr2	209875000	209880000	chr2-209875000	untested	untested
	chr2	209990000	209995000	chr2-209990000	untested	untested
	chr2	210000000	210005000	chr2-210000000	untested	untested
	chr2	210025000	210030000	chr2-210025000	untested	untested
	chr2	210030000	210035000	chr2-210030000	untested	untested
	chr2	210090000	210095000	chr2-210090000	untested	untested
	chr2	210095000	210100000	chr2-210095000	untested	untested
	chr2	210100000	210105000	chr2-210100000	untested	untested
	chr2	210105000	210110000	chr2-210105000	untested	untested
	chr2	210110000	210115000	chr2-210110000	untested	untested
	chr2	210120000	210125000	chr2-210120000	untested	untested
	chr2	210130000	210135000	chr2-210130000	untested	untested
	chr2	210150000	210155000	chr2-210150000	untested	untested
	chr2	210200000	210205000	chr2-210200000	untested	untested
	chr2	210215000	210220000	chr2-210215000	untested	untested
	chr2	210220000	210225000	chr2-210220000	untested	untested
	chr2	210235000	210240000	chr2-210235000	untested	untested
	chr2	210250000	210255000	chr2-210250000	untested	untested
	chr2	210325000	210330000	chr2-210325000	untested	untested
	chr2	210350000	210355000	chr2-210350000	untested	untested
	chr2	210360000	210365000	chr2-210360000	untested	untested
	chr2	210365000	210370000	chr2-210365000	untested	untested
	chr2	210370000	210375000	chr2-210370000	untested	untested
	chr2	210375000	210380000	chr2-210375000	untested	untested
	chr2	210380000	210385000	chr2-210380000	untested	untested
	chr2	210390000	210395000	chr2-210390000	untested	untested
	chr2	210405000	210410000	chr2-210405000	untested	untested
	chr2	210410000	210415000	chr2-210410000	untested	untested
	chr2	210450000	210455000	chr2-210450000	untested	untested
	chr2	210485000	210490000	chr2-210485000	untested	untested
	chr2	210495000	210500000	chr2-210495000	untested	untested
	chr2	210510000	210515000	chr2-210510000	untested	untested
	chr2	210520000	210525000	chr2-210520000	untested	untested
	chr2	210530000	210535000	chr2-210530000	untested	untested
	chr2	210565000	210570000	chr2-210565000	untested	untested
	chr2	210595000	210600000	chr2-210595000	untested	untested
	chr2	210610000	210615000	chr2-210610000	untested	untested
	chr2	210665000	210670000	chr2-210665000	untested	untested
	chr2	210715000	210720000	chr2-210715000	untested	untested
	chr2	210720000	210725000	chr2-210720000	untested	untested
	chr2	210745000	210750000	chr2-210745000	untested	untested
	chr2	210770000	210775000	chr2-210770000	untested	untested
	chr2	210785000	210790000	chr2-210785000	untested	untested
	chr2	210795000	210800000	chr2-210795000	untested	untested
	chr2	210810000	210815000	chr2-210810000	untested	untested
	chr2	211050000	211055000	chr2-211050000	untested	untested
	chr2	211080000	211085000	chr2-211080000	untested	untested
	chr2	211115000	211120000	chr2-211115000	untested	untested
	chr2	211130000	211135000	chr2-211130000	untested	untested
	chr2	211135000	211140000	chr2-211135000	untested	untested
	chr2	211155000	211160000	chr2-211155000	untested	untested
	chr2	211195000	211200000	chr2-211195000	untested	untested
	chr2	211210000	211215000	chr2-211210000	untested	untested
	chr2	211220000	211225000	chr2-211220000	untested	untested
	chr2	211230000	211235000	chr2-211230000	untested	untested
	chr2	211250000	211255000	chr2-211250000	untested	untested
	chr2	211265000	211270000	chr2-211265000	untested	untested
	chr2	211270000	211275000	chr2-211270000	untested	untested
	chr2	211370000	211375000	chr2-211370000	untested	untested
	chr2	211375000	211380000	chr2-211375000	untested	untested
	chr2	211470000	211475000	chr2-211470000	untested	untested
	chr2	211475000	211480000	chr2-211475000	untested	untested
	chr2	211490000	211495000	chr2-211490000	untested	untested
	chr2	211565000	211570000	chr2-211565000	untested	untested
	chr2	211575000	211580000	chr2-211575000	untested	untested
	chr2	211590000	211595000	chr2-211590000	untested	untested
	chr2	211595000	211600000	chr2-211595000	untested	untested
	chr2	211605000	211610000	chr2-211605000	untested	untested
	chr2	211610000	211615000	chr2-211610000	untested	untested
	chr2	211625000	211630000	chr2-211625000	untested	untested
	chr2	211630000	211635000	chr2-211630000	untested	untested
	chr2	211635000	211640000	chr2-211635000	untested	untested
	chr2	211660000	211665000	chr2-211660000	untested	untested
	chr2	211670000	211675000	chr2-211670000	untested	untested
	chr2	211700000	211705000	chr2-211700000	untested	untested
	chr2	211715000	211720000	chr2-211715000	untested	untested
	chr2	211725000	211730000	chr2-211725000	untested	untested
	chr2	211760000	211765000	chr2-211760000	untested	untested
	chr2	211775000	211780000	chr2-211775000	untested	untested
	chr2	211790000	211795000	chr2-211790000	untested	untested
	chr2	211800000	211805000	chr2-211800000	untested	untested
	chr2	211805000	211810000	chr2-211805000	untested	untested
	chr2	211835000	211840000	chr2-211835000	untested	untested
	chr2	211845000	211850000	chr2-211845000	untested	untested
	chr2	211855000	211860000	chr2-211855000	untested	untested
	chr2	211890000	211895000	chr2-211890000	untested	untested
	chr2	211900000	211905000	chr2-211900000	untested	untested
	chr2	211915000	211920000	chr2-211915000	untested	untested
	chr2	211965000	211970000	chr2-211965000	untested	untested
	chr2	211970000	211975000	chr2-211970000	untested	untested
	chr2	211975000	211980000	chr2-211975000	untested	untested
	chr2	211985000	211990000	chr2-211985000	untested	untested
	chr2	211995000	212000000	chr2-211995000	untested	untested
	chr2	212020000	212025000	chr2-212020000	untested	untested
	chr2	212080000	212085000	chr2-212080000	untested	untested
